package_id,hub_id,hub_nama,kota,kecamatan_tujuan,latitude,longitude,jarak_ke_hub_km
PKT-000499,H05,JNE Express,Malang,Lowokwaru,-7.9471536,112.6288293,3.02
PKT-000500,H05,JNE Express,Malang,Sukun,-7.993079,112.6105756,3.516
PKT-000501,H05,JNE Express,Malang,Sukun,-8.0139445,112.5956504,6.295
PKT-000502,H05,JNE Express,Malang,Kedungkandang,-7.9630671,112.6590491,2.827
PKT-000503,H05,JNE Express,Malang,Lowokwaru,-7.9304717,112.6237687,4.956
PKT-000504,H05,JNE Express,Malang,Klojen,-7.9783473,112.6404595,0.76
PKT-000505,H05,JNE Express,Malang,Kedungkandang,-7.9740862,112.6465336,1.204
PKT-000506,H05,JNE Express,Malang,Sukun,-7.9859283,112.6279007,1.626
PKT-000507,H05,JNE Express,Malang,Sukun,-8.0076388,112.626707,3.924
PKT-000508,H05,JNE Express,Malang,Blimbing,-7.9468923,112.6408285,3.01
PKT-000509,H05,JNE Express,Malang,Lowokwaru,-7.9376381,112.6185153,4.407
PKT-000510,H05,JNE Express,Malang,Klojen,-7.9887567,112.6290785,1.846
PKT-000511,H05,JNE Express,Malang,Sukun,-7.9901395,112.6206769,2.479
PKT-000512,H05,JNE Express,Malang,Sukun,-7.992715,112.6265766,2.361
PKT-000513,H05,JNE Express,Malang,Blimbing,-7.9495272,112.6605194,3.822
PKT-000514,H05,JNE Express,Malang,Sukun,-7.9979015,112.6115538,3.795
PKT-000515,H05,JNE Express,Malang,Lowokwaru,-7.9324234,112.6133926,5.179
PKT-000516,H05,JNE Express,Malang,Blimbing,-7.9413101,112.6410096,3.625
PKT-000517,H05,JNE Express,Malang,Lowokwaru,-7.9422851,112.6190242,3.92
PKT-000518,H05,JNE Express,Malang,Lowokwaru,-7.9368199,112.6059558,5.223
PKT-000519,H05,JNE Express,Malang,Sukun,-7.9874839,112.6168848,2.586
PKT-000520,H05,JNE Express,Malang,Kedungkandang,-7.9783962,112.6490045,1.572
PKT-000521,H05,JNE Express,Malang,Lowokwaru,-7.9220563,112.6057795,6.594
PKT-000522,H05,JNE Express,Malang,Sukun,-7.9947246,112.6250006,2.637
PKT-000523,H05,JNE Express,Malang,Lowokwaru,-7.9326808,112.5996881,6.019
PKT-000524,H05,JNE Express,Malang,Klojen,-7.9775711,112.6159994,2.208
PKT-000525,H05,JNE Express,Malang,Klojen,-7.9785268,112.6493174,1.61
PKT-000526,H05,JNE Express,Malang,Kedungkandang,-7.9941799,112.667161,4.167
PKT-000527,H05,JNE Express,Malang,Lowokwaru,-7.9215779,112.6244659,5.899
PKT-000528,H05,JNE Express,Malang,Lowokwaru,-7.9229098,112.5922968,7.374
PKT-000529,H05,JNE Express,Malang,Lowokwaru,-7.9300916,112.6149226,5.335
PKT-000530,H05,JNE Express,Malang,Blimbing,-7.9607506,112.6472761,1.91
PKT-000531,H05,JNE Express,Malang,Blimbing,-7.9304562,112.648887,5.001
PKT-000532,H05,JNE Express,Malang,Kedungkandang,-7.9791921,112.6565292,2.389
PKT-000533,H05,JNE Express,Malang,Kedungkandang,-7.9693294,112.6561148,2.303
PKT-000534,H05,JNE Express,Malang,Blimbing,-7.9563706,112.6308362,1.973
PKT-000535,H05,JNE Express,Malang,Sukun,-7.9957,112.618324,3.121
PKT-000536,H05,JNE Express,Malang,Kedungkandang,-7.9794031,112.6692857,3.765
PKT-000537,H05,JNE Express,Malang,Sukun,-8.0060559,112.6171719,4.154
PKT-000538,H05,JNE Express,Malang,Kedungkandang,-7.9803672,112.6687233,3.725
PKT-000539,H05,JNE Express,Malang,Blimbing,-7.9753319,112.6542016,2.056
PKT-000540,H05,JNE Express,Malang,Lowokwaru,-7.9225718,112.6189802,5.949
PKT-000541,H05,JNE Express,Malang,Lowokwaru,-7.9449043,112.6091241,4.313
PKT-000542,H05,JNE Express,Malang,Sukun,-8.0170698,112.6096358,5.63
PKT-000543,H05,JNE Express,Malang,Kedungkandang,-7.9954352,112.6697359,4.481
PKT-000544,H05,JNE Express,Malang,Blimbing,-7.9639142,112.6408231,1.207
PKT-000545,H05,JNE Express,Malang,Klojen,-7.9851392,112.6281483,1.537
PKT-000546,H05,JNE Express,Malang,Sukun,-8.0202503,112.6124997,5.792
PKT-000547,H05,JNE Express,Malang,Sukun,-8.0114413,112.61425,4.834
PKT-000548,H05,JNE Express,Malang,Lowokwaru,-7.9320002,112.6135006,5.215
PKT-000549,H05,JNE Express,Malang,Kedungkandang,-7.980879,112.6648635,3.324
PKT-000550,H05,JNE Express,Malang,Klojen,-7.9848608,112.6456498,1.681
PKT-000551,H05,JNE Express,Malang,Klojen,-7.9716116,112.6107401,2.748
PKT-000552,H05,JNE Express,Malang,Kedungkandang,-7.9735304,112.6709011,3.885
PKT-000553,H05,JNE Express,Malang,Kedungkandang,-7.9780071,112.6559883,2.299
PKT-000554,H05,JNE Express,Malang,Lowokwaru,-7.9298862,112.6087323,5.679
PKT-000555,H05,JNE Express,Malang,Blimbing,-7.9555088,112.6401418,2.058
PKT-000556,H05,JNE Express,Malang,Lowokwaru,-7.9355064,112.6121721,4.948
PKT-000557,H05,JNE Express,Malang,Blimbing,-7.9494183,112.6373327,2.681
PKT-000558,H05,JNE Express,Malang,Kedungkandang,-7.989457,112.6603226,3.249
PKT-000559,H05,JNE Express,Malang,Blimbing,-7.9623471,112.6669575,3.666
PKT-000560,H05,JNE Express,Malang,Klojen,-7.9671872,112.6218786,1.667
PKT-000561,H05,JNE Express,Malang,Klojen,-7.9703534,112.6177517,1.998
PKT-000562,H05,JNE Express,Malang,Lowokwaru,-7.9441984,112.5853573,6.421
PKT-000563,H05,JNE Express,Malang,Lowokwaru,-7.9471513,112.6167771,3.587
PKT-000564,H05,JNE Express,Malang,Lowokwaru,-7.9572214,112.6259448,2.097
PKT-000565,H05,JNE Express,Malang,Kedungkandang,-7.9748686,112.6446989,1.012
PKT-000566,H05,JNE Express,Malang,Klojen,-7.9700495,112.638699,0.509
PKT-000567,H05,JNE Express,Malang,Klojen,-7.9590926,112.6381496,1.623
PKT-000568,H05,JNE Express,Malang,Kedungkandang,-7.9983913,112.6689811,4.602
PKT-000569,H05,JNE Express,Malang,Blimbing,-7.9611303,112.6338868,1.385
PKT-000570,H05,JNE Express,Malang,Klojen,-7.977928,112.6040886,3.508
PKT-000571,H05,JNE Express,Malang,Sukun,-7.991073,112.6180561,2.752
PKT-000572,H05,JNE Express,Malang,Klojen,-7.9593189,112.6374185,1.586
PKT-000573,H05,JNE Express,Malang,Kedungkandang,-8.0002629,112.6611176,4.094
PKT-000574,H05,JNE Express,Malang,Blimbing,-7.9508853,112.6421721,2.613
PKT-000575,H05,JNE Express,Malang,Sukun,-8.0059469,112.6067731,4.81
PKT-000576,H05,JNE Express,Malang,Blimbing,-7.9385548,112.6524793,4.303
PKT-000577,H05,JNE Express,Malang,Kedungkandang,-7.9993675,112.6846809,6.122
PKT-000578,H05,JNE Express,Malang,Klojen,-7.9881286,112.6188832,2.461
PKT-000579,H05,JNE Express,Malang,Kedungkandang,-7.9946185,112.677144,5.142
PKT-000580,H05,JNE Express,Malang,Sukun,-7.993193,112.6267499,2.401
PKT-000581,H05,JNE Express,Malang,Kedungkandang,-7.9860672,112.6555146,2.6
PKT-000582,H05,JNE Express,Malang,Klojen,-7.9667677,112.6310145,0.901
PKT-000583,H05,JNE Express,Malang,Sukun,-8.0118624,112.6280396,4.35
PKT-000584,H05,JNE Express,Malang,Kedungkandang,-7.9779755,112.6445545,1.104
PKT-000585,H05,JNE Express,Malang,Blimbing,-7.9475002,112.6438645,3.027
PKT-000586,H05,JNE Express,Malang,Lowokwaru,-7.941206,112.6164092,4.165
PKT-000587,H05,JNE Express,Malang,Klojen,-7.9981152,112.6372768,2.747
PKT-000588,H05,JNE Express,Malang,Lowokwaru,-7.9217953,112.6099801,6.402
PKT-000589,H05,JNE Express,Malang,Kedungkandang,-7.9899206,112.6466037,2.193
PKT-000590,H05,JNE Express,Malang,Sukun,-8.0242698,112.6116592,6.235
PKT-000591,H06,Gudang JNE,Malang,Blimbing,-7.9533165,112.6305525,2.254
PKT-000592,H06,Gudang JNE,Malang,Klojen,-7.9535169,112.6278385,2.537
PKT-000593,H06,Gudang JNE,Malang,Blimbing,-7.956424,112.6414508,1.54
PKT-000594,H06,Gudang JNE,Malang,Sukun,-8.0122697,112.6123589,8.52
PKT-000595,H06,Gudang JNE,Malang,Sukun,-7.9837813,112.6359941,4.563
PKT-000596,H06,Gudang JNE,Malang,Klojen,-7.9769633,112.6156598,5.132
PKT-000597,H06,Gudang JNE,Malang,Lowokwaru,-7.9411155,112.6062159,4.747
PKT-000598,H06,Gudang JNE,Malang,Kedungkandang,-7.9888473,112.6526753,4.905
PKT-000599,H06,Gudang JNE,Malang,Sukun,-8.0138973,112.6382124,7.769
PKT-000600,H06,Gudang JNE,Malang,Sukun,-8.0051948,112.6124131,7.834
PKT-000601,H06,Gudang JNE,Malang,Blimbing,-7.9805733,112.654734,4.017
PKT-000602,H06,Gudang JNE,Malang,Klojen,-7.9672574,112.6173623,4.296
PKT-000603,H06,Gudang JNE,Malang,Kedungkandang,-7.9755488,112.6716781,4.217
PKT-000604,H06,Gudang JNE,Malang,Blimbing,-7.9729076,112.6671798,3.696
PKT-000605,H06,Gudang JNE,Malang,Kedungkandang,-7.975787,112.6553513,3.505
PKT-000606,H06,Gudang JNE,Malang,Sukun,-8.0029661,112.6344888,6.659
PKT-000607,H06,Gudang JNE,Malang,Sukun,-8.0139915,112.6152559,8.544
PKT-000608,H06,Gudang JNE,Malang,Blimbing,-7.9700442,112.635607,3.172
PKT-000609,H06,Gudang JNE,Malang,Blimbing,-7.9672498,112.6282663,3.389
PKT-000610,H06,Gudang JNE,Malang,Sukun,-8.0143629,112.6409788,7.779
PKT-000611,H06,Gudang JNE,Malang,Klojen,-7.9729037,112.627269,3.94
PKT-000612,H06,Gudang JNE,Malang,Klojen,-7.9551153,112.6233556,3.061
PKT-000613,H06,Gudang JNE,Malang,Kedungkandang,-7.9924647,112.6463635,5.301
PKT-000614,H06,Gudang JNE,Malang,Lowokwaru,-7.9452948,112.6083737,4.492
PKT-000615,H06,Gudang JNE,Malang,Sukun,-8.0076944,112.6467982,6.99
PKT-000616,H06,Gudang JNE,Malang,Lowokwaru,-7.9424701,112.6317384,1.937
PKT-000617,H06,Gudang JNE,Malang,Lowokwaru,-7.9444928,112.6147378,3.791
PKT-000618,H06,Gudang JNE,Malang,Klojen,-7.9675552,112.6400284,2.715
PKT-000619,H06,Gudang JNE,Malang,Lowokwaru,-7.9385962,112.6257902,2.666
PKT-000620,H06,Gudang JNE,Malang,Kedungkandang,-7.9742089,112.6548224,3.321
PKT-000621,H06,Gudang JNE,Malang,Kedungkandang,-7.9747041,112.6617679,3.596
PKT-000622,H06,Gudang JNE,Malang,Kedungkandang,-7.9863551,112.6622049,4.831
PKT-000623,H06,Gudang JNE,Malang,Blimbing,-7.9661386,112.6460307,2.39
PKT-000624,H06,Gudang JNE,Malang,Blimbing,-7.9547126,112.6470267,1.119
PKT-000625,H06,Gudang JNE,Malang,Lowokwaru,-7.9351419,112.6011029,5.402
PKT-000626,H06,Gudang JNE,Malang,Blimbing,-7.9465051,112.6187679,3.352
PKT-000627,H06,Gudang JNE,Malang,Kedungkandang,-7.9782835,112.6691873,4.321
PKT-000628,H06,Gudang JNE,Malang,Sukun,-8.0240082,112.6231837,9.253
PKT-000629,H06,Gudang JNE,Malang,Lowokwaru,-7.9152246,112.6144739,5.046
PKT-000630,H06,Gudang JNE,Malang,Sukun,-8.0088358,112.6204896,7.782
PKT-000631,H06,Gudang JNE,Malang,Sukun,-8.0027281,112.6211975,7.132
PKT-000632,H06,Gudang JNE,Malang,Lowokwaru,-7.9615864,112.5973043,6.005
PKT-000633,H06,Gudang JNE,Malang,Lowokwaru,-7.9434883,112.6118231,4.114
PKT-000634,H06,Gudang JNE,Malang,Klojen,-7.9961711,112.6400486,5.792
PKT-000635,H06,Gudang JNE,Malang,Kedungkandang,-7.9798583,112.651516,3.899
PKT-000636,H06,Gudang JNE,Malang,Lowokwaru,-7.9288795,112.6151354,4.147
PKT-000637,H06,Gudang JNE,Malang,Kedungkandang,-7.9851542,112.6612173,4.672
PKT-000638,H06,Gudang JNE,Malang,Sukun,-8.0145393,112.6227387,8.275
PKT-000639,H06,Gudang JNE,Malang,Sukun,-8.0029506,112.6127928,7.599
PKT-000640,H06,Gudang JNE,Malang,Klojen,-7.9905672,112.642767,5.13
PKT-000641,H06,Gudang JNE,Malang,Kedungkandang,-7.9912742,112.6587314,5.266
PKT-000642,H06,Gudang JNE,Malang,Blimbing,-7.9527064,112.6574376,1.261
PKT-000643,H06,Gudang JNE,Malang,Sukun,-7.9972611,112.6189974,6.706
PKT-000644,H06,Gudang JNE,Malang,Kedungkandang,-7.9761151,112.6492689,3.474
PKT-000645,H06,Gudang JNE,Malang,Blimbing,-7.9681743,112.6352962,3.007
PKT-000646,H06,Gudang JNE,Malang,Kedungkandang,-7.9715124,112.6584133,3.133
PKT-000647,H06,Gudang JNE,Malang,Lowokwaru,-7.9239826,112.6092106,4.975
PKT-000648,H06,Gudang JNE,Malang,Kedungkandang,-7.9924184,112.6549366,5.325
PKT-000649,H06,Gudang JNE,Malang,Sukun,-8.0184729,112.6144279,9.034
PKT-000650,H06,Gudang JNE,Malang,Kedungkandang,-7.9829491,112.6630693,4.503
PKT-000651,H06,Gudang JNE,Malang,Kedungkandang,-7.998912,112.6521624,6.018
PKT-000652,H06,Gudang JNE,Malang,Klojen,-7.9817305,112.6244892,4.917
PKT-000653,H06,Gudang JNE,Malang,Sukun,-8.0169961,112.6093297,9.141
PKT-000654,H06,Gudang JNE,Malang,Sukun,-8.0146234,112.6199272,8.397
PKT-000655,H06,Gudang JNE,Malang,Sukun,-7.9986919,112.6067689,7.59
PKT-000656,H06,Gudang JNE,Malang,Blimbing,-7.9291632,112.6497396,1.748
PKT-000657,H06,Gudang JNE,Malang,Klojen,-7.9695909,112.6416365,2.871
PKT-000658,H06,Gudang JNE,Malang,Lowokwaru,-7.9327419,112.6250546,2.977
PKT-000659,H06,Gudang JNE,Malang,Lowokwaru,-7.9592573,112.6101646,4.582
PKT-000660,H06,Gudang JNE,Malang,Lowokwaru,-7.9298279,112.5965604,6.029
PKT-000661,H06,Gudang JNE,Malang,Klojen,-7.9780682,112.6160746,5.186
PKT-000662,H06,Gudang JNE,Malang,Sukun,-8.0082945,112.6336446,7.256
PKT-000663,H06,Gudang JNE,Malang,Sukun,-8.0214432,112.6388195,8.59
PKT-000664,H06,Gudang JNE,Malang,Lowokwaru,-7.9340254,112.6046882,5.044
PKT-000665,H06,Gudang JNE,Malang,Kedungkandang,-7.9914089,112.6415406,5.242
PKT-000666,H06,Gudang JNE,Malang,Kedungkandang,-7.9867251,112.6578151,4.751
PKT-000667,H06,Gudang JNE,Malang,Blimbing,-7.9588898,112.6538501,1.642
PKT-000668,H06,Gudang JNE,Malang,Kedungkandang,-7.9784032,112.6444694,3.764
PKT-000669,H06,Gudang JNE,Malang,Lowokwaru,-7.9475894,112.6203166,3.19
PKT-000670,H06,Gudang JNE,Malang,Kedungkandang,-7.9844266,112.6776922,5.406
PKT-000671,H06,Gudang JNE,Malang,Sukun,-7.9883238,112.5915032,7.978
PKT-000672,H06,Gudang JNE,Malang,Blimbing,-7.9595278,112.6534848,1.698
PKT-000673,H06,Gudang JNE,Malang,Klojen,-7.9813874,112.6402673,4.177
PKT-000674,H06,Gudang JNE,Malang,Kedungkandang,-7.9809663,112.6545479,4.057
PKT-000675,H06,Gudang JNE,Malang,Sukun,-8.0024483,112.633186,6.639
PKT-000676,H06,Gudang JNE,Malang,Kedungkandang,-7.9702939,112.6751156,4.02
PKT-000677,H06,Gudang JNE,Malang,Sukun,-8.0002015,112.621964,6.842
PKT-000678,H06,Gudang JNE,Malang,Sukun,-7.9991575,112.626652,6.525
PKT-000679,H06,Gudang JNE,Malang,Klojen,-7.9901064,112.6395021,5.141
PKT-000680,H06,Gudang JNE,Malang,Klojen,-7.9768518,112.623965,4.51
PKT-000681,H06,Gudang JNE,Malang,Sukun,-7.9936547,112.6172093,6.465
PKT-000682,H06,Gudang JNE,Malang,Lowokwaru,-7.9508878,112.6114607,4.205
PKT-000683,H06,Gudang JNE,Malang,Kedungkandang,-7.9881277,112.6780514,5.767
PKT-000684,H06,Gudang JNE,Malang,Klojen,-7.9790876,112.6227805,4.787
PKT-000685,H06,Gudang JNE,Malang,Klojen,-7.9679705,112.6259941,3.62
PKT-000686,H06,Gudang JNE,Malang,Blimbing,-7.9541865,112.6427912,1.251
PKT-000687,H06,Gudang JNE,Malang,Lowokwaru,-7.9413772,112.6029927,5.099
PKT-000688,H06,Gudang JNE,Malang,Kedungkandang,-7.979688,112.6616047,4.107
PKT-000689,H06,Gudang JNE,Malang,Sukun,-8.0219373,112.6018653,10.028
PKT-000690,H06,Gudang JNE,Malang,Kedungkandang,-7.9939962,112.6590317,5.57
PKT-000691,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Waru,-7.3578191,112.7690042,11.728
PKT-000692,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Gedangan,-7.3988924,112.7446455,6.43
PKT-000693,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Prambon,-7.4461373,112.5688143,16.111
PKT-000694,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sidoarjo,-7.4471546,112.70068,1.579
PKT-000695,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Krian,-7.3925835,112.6080859,13.327
PKT-000696,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Taman,-7.3523603,112.6685428,11.864
PKT-000697,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Candi,-7.471626,112.7054415,2.762
PKT-000698,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Jabon,-7.5751731,112.7351425,14.246
PKT-000699,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Balongbendo,-7.4129052,112.5464479,18.996
PKT-000700,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Prambon,-7.4362316,112.5679154,16.267
PKT-000701,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Balongbendo,-7.4131259,112.5489248,18.724
PKT-000702,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Porong,-7.5348037,112.6953885,9.82
PKT-000703,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sedati,-7.3621586,112.7788507,11.923
PKT-000704,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sedati,-7.3778618,112.7480993,8.679
PKT-000705,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sedati,-7.3773083,112.7698848,9.982
PKT-000706,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Jabon,-7.5607833,112.7330184,12.629
PKT-000707,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sukodono,-7.4068266,112.6813801,5.94
PKT-000708,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tulangan,-7.4803195,112.6256858,10.45
PKT-000709,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Krian,-7.4016732,112.5696543,16.847
PKT-000710,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Candi,-7.4815382,112.7000604,4.009
PKT-000711,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sukodono,-7.3807483,112.6810333,8.423
PKT-000712,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Buduran,-7.4131154,112.7007101,4.249
PKT-000713,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Krian,-7.4089793,112.5844309,15.048
PKT-000714,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sidoarjo,-7.4432784,112.7053621,1.21
PKT-000715,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Krian,-7.40579,112.5740416,16.248
PKT-000716,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Waru,-7.3540403,112.7688043,12.081
PKT-000717,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Jabon,-7.560895,112.7301626,12.595
PKT-000718,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Buduran,-7.4414536,112.7167347,0.823
PKT-000719,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sedati,-7.3737031,112.7520761,9.285
PKT-000720,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Balongbendo,-7.4127297,112.5223663,21.603
PKT-000721,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Buduran,-7.4412624,112.7315249,2.006
PKT-000722,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Wonoayu,-7.4188055,112.6504729,7.842
PKT-000723,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Candi,-7.4541798,112.701206,1.633
PKT-000724,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sedati,-7.3885889,112.7746553,9.379
PKT-000725,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tanggulangin,-7.519853,112.7268009,8.027
PKT-000726,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tarik,-7.441638,112.4977645,23.956
PKT-000727,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Taman,-7.3324597,112.6957653,13.09
PKT-000728,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Wonoayu,-7.4305527,112.6688191,5.466
PKT-000729,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Gedangan,-7.3833597,112.7411272,7.813
PKT-000730,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Waru,-7.3403106,112.7504272,12.666
PKT-000731,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sedati,-7.3898996,112.7680562,8.774
PKT-000732,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tanggulangin,-7.5238347,112.7048222,8.435
PKT-000733,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Porong,-7.5468299,112.6948149,11.141
PKT-000734,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Krian,-7.385607,112.5801391,16.431
PKT-000735,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Gedangan,-7.3728198,112.7314383,8.625
PKT-000736,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Balongbendo,-7.4120678,112.542225,19.471
PKT-000737,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Buduran,-7.4416359,112.7288976,1.727
PKT-000738,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Buduran,-7.4250125,112.7266316,2.927
PKT-000739,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tarik,-7.4582528,112.524713,20.998
PKT-000740,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Buduran,-7.4225367,112.7491981,4.765
PKT-000741,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sidoarjo,-7.4688116,112.7059558,2.451
PKT-000742,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sidoarjo,-7.4490301,112.7394321,2.703
PKT-000743,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Waru,-7.3485162,112.7772568,13.084
PKT-000744,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Buduran,-7.4398192,112.7175919,1.024
PKT-000745,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Krembung,-7.5174422,112.6138191,13.519
PKT-000746,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tulangan,-7.4709938,112.6500031,7.577
PKT-000747,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Taman,-7.3566267,112.6710314,11.318
PKT-000748,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tanggulangin,-7.5107557,112.7146145,6.907
PKT-000749,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Krembung,-7.5083864,112.6093291,13.404
PKT-000750,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Porong,-7.5459929,112.710682,10.836
PKT-000751,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tarik,-7.4461105,112.50878,22.73
PKT-000752,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tanggulangin,-7.5083461,112.7069672,6.697
PKT-000753,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Porong,-7.5405659,112.7036825,10.297
PKT-000754,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Candi,-7.4473252,112.6916478,2.57
PKT-000755,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Candi,-7.4888435,112.6974458,4.868
PKT-000756,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Buduran,-7.4271576,112.7405972,3.704
PKT-000757,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Buduran,-7.4198283,112.7176676,3.218
PKT-000758,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Wonoayu,-7.4444883,112.6593781,6.141
PKT-000759,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sidoarjo,-7.4594086,112.7397966,2.993
PKT-000760,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Krian,-7.3753342,112.5758024,17.371
PKT-000761,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Gedangan,-7.390061,112.7082323,6.555
PKT-000762,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Porong,-7.5463575,112.6758267,11.69
PKT-000763,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Taman,-7.3461334,112.6735014,12.279
PKT-000764,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sedati,-7.3823244,112.7736457,9.813
PKT-000765,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sukodono,-7.3980296,112.6842587,6.565
PKT-000766,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tulangan,-7.5019176,112.6513598,9.176
PKT-000767,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tulangan,-7.4805414,112.6365393,9.341
PKT-000768,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Krian,-7.4113168,112.5962278,13.729
PKT-000769,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Porong,-7.5403532,112.6910129,10.533
PKT-000770,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Wonoayu,-7.4320061,112.6453129,7.894
PKT-000771,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tanggulangin,-7.5046326,112.7166664,6.229
PKT-000772,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Porong,-7.5563839,112.7084222,12.002
PKT-000773,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tulangan,-7.5079567,112.6380278,10.741
PKT-000774,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sidoarjo,-7.4519986,112.7372812,2.494
PKT-000775,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tulangan,-7.499746,112.6515227,9.008
PKT-000776,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Sukodono,-7.3849789,112.6903117,7.581
PKT-000777,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tulangan,-7.4713979,112.6694837,5.612
PKT-000778,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Buduran,-7.4472622,112.719717,0.551
PKT-000779,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Candi,-7.4509919,112.6964572,2.052
PKT-000780,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Balongbendo,-7.431517,112.5496814,18.318
PKT-000781,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Porong,-7.5341368,112.6959321,9.735
PKT-000782,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Krian,-7.4143028,112.5869807,14.614
PKT-000783,H07,JNE Cabang Utama Sidoarjo,Sidoarjo,Tulangan,-7.4824181,112.6450947,8.566
